Pays,Annees,percentTotalEmissions,PerCapita,Mesures,Date de mise en place
Australia,1977,1.005516464929105,13.23189613866967,0,2016
Australia,1978,1.041632713318927,14.06985861540604,0,2016
Australia,1979,1.029544159473307,14.12909198015709,0,2016
Australia,1980,1.111690842536929,15.02491600871222,0,2016
Australia,1981,1.190304193700771,15.43250083740872,0,2016
Australia,1982,1.213578077939608,15.42493180919752,0,2016
Australia,1983,1.153583570999358,14.64008413039235,0,2016
Australia,1984,1.177637162634309,15.22097529593412,0,2016
Australia,1985,1.156289735597592,15.30841020434065,0,2016
Australia,1986,1.134353436519723,14.98057315337362,0,2016
Australia,1987,1.17621087236504,15.74695780224915,0,2016
Australia,1988,1.151777628542585,15.79616778166245,0,2016
Australia,1989,1.203889222634129,16.51986291512037,0,2016
Australia,1990,1.176115310339797,15.45288167077837,0,2016
Australia,1991,1.151543849360114,15.12796621152511,0,2016
Australia,1992,1.243939975030448,15.31776850528722,0,2016
Australia,1993,1.27366442114731,15.70145180279617,0,2016
Australia,1994,1.272680010314326,15.5765862783534,0,2016
Australia,1995,1.26560874409839,15.59651881363435,0,2016
Australia,1996,1.319518064010716,16.50180039320627,0,2016
Australia,1997,1.330299611290482,16.51427320840309,0,2016
Australia,1998,1.387057810037746,16.93569584736251,0,2016
Australia,1999,1.401229649712241,17.19029768572335,0,2016
Australia,2000,1.377376487711927,17.2006098261369,0,2016
Australia,2001,1.347818129558326,16.73336743419358,0,2016
Australia,2002,1.385700313856793,17.37045177442828,0,2016
Australia,2003,1.298668696914306,16.90195894528383,0,2016
Australia,2004,1.264263784550891,17.02651534723809,0,2016
Australia,2005,1.248660830165869,17.16971144605488,0,2016
Australia,2006,1.258884810082577,17.65139830610835,0,2016
Australia,2007,1.260761378473985,17.86526003956289,0,2016
Australia,2008,1.257809085737146,18.16087565649531,0,2016
Australia,2009,1.319679645542113,18.20018195899814,0,2016
Australia,2010,1.224206044147693,17.74084505316191,0,2016
Australia,2011,1.184073468257319,17.53887775590572,0,2016
Australia,2012,1.152270547433187,17.07290468039078,0,2016
Australia,2013,1.099961130100248,16.09805289481047,0,2016
Australia,2014,1.05948098544229,15.39110908196676,0,2016
Australia,2015,1.073222691818826,15.33978357822127,0,2016
Australia,2016,1.111515355388835,15.53922045998523,1,2016
Bangladesh,1960,0.1536300060329094,0.2948049781994665,0,0
Bangladesh,1961,0.1597562862563287,0.2969237205401642,0,0
Bangladesh,1962,0.1699783932225978,0.317335556792197,0,0
Bangladesh,1963,0.1850975067649602,0.3546737771978767,0,0
Bangladesh,1964,0.1807047948641629,0.3542015107965663,0,0
Bangladesh,1965,0.1799328643377885,0.3606411231957065,0,0
Bangladesh,1966,0.1741576531608168,0.3556160824935187,0,0
Bangladesh,1967,0.1785113543567149,0.365431277020226,0,0
Bangladesh,1968,0.1941559914496186,0.40607698284661,0,0
Bangladesh,1969,0.1763396274176255,0.3827899003769399,0,0
Bangladesh,1970,0.1636905999950429,0.3789029824505302,0,0
Bangladesh,1971,0.1489506265537717,0.3521418579634663,0,0
Bangladesh,1972,0.02161067286506422,0.05267214808458687,0,0
Bangladesh,1973,0.02660778129325167,0.06733560495186622,0,0
Bangladesh,1974,0.02725758255241494,0.06780048882031516,0,0
Bangladesh,1975,0.02835354090965208,0.06950239887788567,0,0
Bangladesh,1976,0.03079269648419808,0.0777388402487281,0,0
Bangladesh,1977,0.03112172616505821,0.07911668181067778,0,0
Bangladesh,1978,0.0310277597124044,0.07975539360937581,0,0
Bangladesh,1979,0.0333773860687929,0.08575200429722821,0,0
Bangladesh,1980,0.03846725846380981,0.09591172550311754,0,0
Bangladesh,1981,0.04098420838864642,0.09700332705476007,0,0
Bangladesh,1982,0.04457421243274148,0.1024532000720058,0,0
Bangladesh,1983,0.04222605812455481,0.09560997739849536,0,0
Bangladesh,1984,0.04541167483933913,0.1031876836683045,0,0
Bangladesh,1985,0.04905759230288337,0.1127603054610209,0,0
Bangladesh,1986,0.05418769911766153,0.1230103751032205,0,0
Bangladesh,1987,0.05448149614267988,0.1239949910507516,0,0
Bangladesh,1988,0.05974396629693617,0.1379611117023904,0,0
Bangladesh,1989,0.05831191907278801,0.1336129559001034,0,0
Bangladesh,1990,0.06316183900730458,0.1372655375458812,0,0
Bangladesh,1991,0.06522895780833476,0.1402569644349427,0,0
Bangladesh,1992,0.07172910583987833,0.1431024999846273,0,0
Bangladesh,1993,0.0740993974310853,0.1462471549439782,0,0
Bangladesh,1994,0.0806290207473279,0.1562914416114087,0,0
Bangladesh,1995,0.09487455224155553,0.1834615511184213,0,0
Bangladesh,1996,0.09467106945827544,0.1842695837682252,0,0
Bangladesh,1997,0.1018889762361923,0.1949152718690635,0,0
Bangladesh,1998,0.1031605687104391,0.1921035884284201,0,0
Bangladesh,1999,0.1107123356606344,0.2053338258767092,0,0
Bangladesh,2000,0.1155070620928501,0.2164158109692178,0,0
Bangladesh,2001,0.1353508464153576,0.2507645283446675,0,0
Bangladesh,2002,0.1364592082451575,0.2537430152787685,0,0
Bangladesh,2003,0.1357270374825708,0.2607323246982974,0,0
Bangladesh,2004,0.1390142277036537,0.2750790092846567,0,0
Bangladesh,2005,0.1408540360293084,0.2841067394979434,0,0
Bangladesh,2006,0.1501220546676345,0.3091631152898415,0,0
Bangladesh,2007,0.1509136464269737,0.3122056961352744,0,0
Bangladesh,2008,0.1617485329045943,0.3438952043567806,0,0
Bangladesh,2009,0.1820886034360455,0.3732969729606683,0,0
Bangladesh,2010,0.1886229898304474,0.4080837914549868,0,0
Bangladesh,2011,0.1910918379656454,0.4236092155448762,0,0
Bangladesh,2012,0.2009013414428165,0.4481279434777832,0,0
Bangladesh,2013,0.2051999740498443,0.4546643165073057,0,0
Bangladesh,2014,0.2162789808507513,0.4773359971841087,0,0
Bangladesh,2015,0.2381671684726271,0.5188508588288638,0,0
Bangladesh,2016,0.2491045231702265,0.5332987910933434,0,0
Belgium,1960,0.987689696816756,9.941594074128455,0,0
Belgium,1961,1.011416768505478,10.10387199491983,0,0
Belgium,1962,1.035544596415539,10.64118963041146,0,0
Belgium,1963,1.057537686204953,11.38692873989345,0,0
Belgium,1964,0.984077026780008,11.05365471710567,0,0
Belgium,1965,0.9498420380335546,11.14165555487107,0,0
Belgium,1966,0.9014221665494919,11.0420194279754,0,0
Belgium,1967,0.8893100073919089,11.21725675350285,0,0
Belgium,1968,0.930515469842517,12.32568712627704,0,0
Belgium,1969,0.9085412165483069,12.81544960663618,0,0
Belgium,1970,0.8448921024604767,13.01017881013291,0,0
Belgium,1971,0.784422805437557,12.56342517575949,0,0
Belgium,1972,0.8056919510476763,13.47269525692982,0,0
Belgium,1973,0.8113230961004301,14.25548640281182,0,0
Belgium,1974,0.7908130264518496,13.83696554558293,0,0
Belgium,1975,0.7109095268589498,12.45830389666044,0,0
Belgium,1976,0.7187124826535608,13.24167978597358,0,0
Belgium,1977,0.67772712953511,12.87543871749127,0,0
Belgium,1978,0.7004975270110655,13.80705793587379,0,0
Belgium,1979,0.7040364026711406,14.23923381526021,0,0
Belgium,1980,0.6813857107725352,13.72329627368919,0,0
Belgium,1981,0.6408353730524322,12.57955506968164,0,0
Belgium,1982,0.6093456409195709,11.92668478231645,0,0
Belgium,1983,0.5210575248985024,10.31207942351088,0,0
Belgium,1984,0.5247348231335052,10.69696638543933,0,0
Belgium,1985,0.500770621536778,10.59744025039591,0,0
Belgium,1986,0.4863025307251684,10.43154171394072,0,0
Belgium,1987,0.4735764054195234,10.44717278232715,0,0
Belgium,1988,0.4426131904840965,10.13514385056896,0,0
Belgium,1989,0.4657483751507366,10.81351494214404,0,0
Belgium,1990,0.472977831199184,10.63967167296438,0,0
Belgium,1991,0.4886761659624663,11.09099987745497,0,0
Belgium,1992,0.5197381389926068,11.14648251426209,0,0
Belgium,1993,0.4942822109485052,10.67503454567541,0,0
Belgium,1994,0.5140456652598632,11.10510940375972,0,0
Belgium,1995,0.5043730101116503,11.08115205067945,0,0
Belgium,1996,0.5155505888378176,11.62383424749747,0,0
Belgium,1997,0.5017717016648178,11.32885202153568,0,0
Belgium,1998,0.5181463075372156,11.60191455304161,0,0
Belgium,1999,0.4921092249428972,11.17302674572595,0,0
Belgium,2000,0.4812998673056602,11.22966769906109,0,0
Belgium,2001,0.4751885830985215,11.13371551450095,0,0
Belgium,2002,0.4356214977731308,10.38549510127231,0,0
Belgium,2003,0.4360712581556052,10.88211417490504,0,0
Belgium,2004,0.4098728173380011,10.66129022197866,0,0
Belgium,2005,0.3870478524385005,10.35854254430713,0,0
Belgium,2006,0.3693980530433714,10.16355440550673,0,0
Belgium,2007,0.3512289607440878,9.75547549808483,0,0
Belgium,2008,0.3404332714639444,9.752327200077907,0,0
Belgium,2009,0.3319516304040087,9.197989291522719,0,0
Belgium,2010,0.3453398318347374,10.11963523577346,0,0
Belgium,2011,0.3021077294490504,9.056655466837903,0,0
Belgium,2012,0.2824310990056892,8.565189829198557,0,0
Belgium,2013,0.2880556522892831,8.737190336368231,0,0
Belgium,2014,0.2743540914988027,8.34713437535379,0,0
Belgium,2015,0.2918460775367684,8.811835806296077,0,0
Belgium,2016,0.2864908031341397,8.550513254205871,0,0
Brazil,1960,0.5091282479722737,0.6498859380952631,0,0
Brazil,1961,0.5363046907649281,0.6621304906304815,0,0
Brazil,1962,0.5667107495351774,0.7017755027528961,0,0
Brazil,1963,0.5560257249166473,0.7060494227076789,0,0
Brazil,1964,0.5385984562007954,0.6998843428160496,0,0
Brazil,1965,0.5080535071626928,0.6764552250576412,0,0
Brazil,1966,0.5509703420220248,0.7503749657001765,0,0
Brazil,1967,0.5477321872332248,0.7518873739271612,0,0
Brazil,1968,0.6076512670435514,0.8565535235406821,0,0
Brazil,1969,0.619681652638463,0.9090933605403644,0,0
Brazil,1970,0.6306169882888734,0.9857880811893062,0,0
Brazil,1971,0.6624787997161156,1.052857905774673,0,0
Brazil,1972,0.7042550205253478,1.145237688880974,0,0
Brazil,1973,0.7738751076136314,1.29536175011696,0,0
Brazil,1974,0.8389802415680762,1.370088015229051,0,0
Brazil,1975,0.8801340488844788,1.409905722740326,0,0
Brazil,1976,0.8577154581585946,1.413180721709473,0,0
Brazil,1977,0.8725864421294556,1.449507776677354,0,0
Brazil,1978,0.9122652959196149,1.536862786633139,0,0
Brazil,1979,0.9454655482343786,1.597599173609491,0,0
Brazil,1980,0.9421985246392591,1.550121182899807,0,0
Brazil,1981,0.8877448596508842,1.390352264747183,0,0
Brazil,1982,0.8924916828803885,1.361098385864653,0,0
Brazil,1983,0.8543162543356612,1.287243470332472,0,0
Brazil,1984,0.8402254982130778,1.275133164563143,0,0
Brazil,1985,0.8687816606071719,1.339863549617192,0,0
Brazil,1986,0.9401548462397605,1.440047634290248,0,0
Brazil,1987,0.9531146190722798,1.472977771946975,0,0
Brazil,1988,0.9233952386998577,1.457685287475895,0,0
Brazil,1989,0.9276029317752172,1.462631966266758,0,0
Brazil,1990,0.9316289480093471,1.401895769731102,0,0
Brazil,1991,0.9659505878762363,1.446313753498554,0,0
Brazil,1992,1.024480230940854,1.430744302226548,0,0
Brazil,1993,1.059431125779637,1.471087008876138,0,0
Brazil,1994,1.10809948263695,1.518847687447036,0,0
Brazil,1995,1.160031578362039,1.594541722209228,0,0
Brazil,1996,1.243614669350326,1.729996821425801,0,0
Brazil,1997,1.307471503416051,1.797434636309137,0,0
Brazil,1998,1.366945752686854,1.839317926616122,0,0
Brazil,1999,1.378960834693483,1.858029049956425,0,0
